(1: 826.066650, 617.133362, 0.444581) 
(2: 1049.822266, 881.411133, 0.145935) 
(3: 1169.607422, 963.103699, 0.146995) 
(4: 1302.235840, 1164.501343, 0.143551) 
(5: 1315.911987, 1177.400513, 0.065371) 
(6: 1187.004028, 1002.433533, 0.088702) 
(7: 1298.768066, 1119.911255, 0.202717) 
(8: 1318.922729, 1016.670532, 0.138155) 
